depth10cm,Year,Yearly Avg Soil Temp (10CM),Yearly Avg Soil Temp (F) 10CM,Month/Year,Monthly Avg Soil Temp (10CM)
12.8,,,,6/1991,
13.6,,,,6/1991,
14,,,,7/1991,
14.4,,,,7/1991,
15.6,,,,7/1991,
15.3,,,,7/1991,
14.8,,,,7/1991,
14.5,,,,8/1991,
15.5,,,,8/1991,
15,,,,8/1991,
17.5,,,,8/1991,
15.2,,,,9/1991,
15,,,,9/1991,
13.2,,,,9/1991,
11.5,,,,9/1991,
10.9,,,,10/1991,
9.5,,,,10/1991,
8.7,,,,10/1991,
8.1,,,,10/1991,
7.6,,,,10/1991,
6.2,,,,11/1991,
5.5,,,,11/1991,
4.7,,,,11/1991,
3.4,,,,11/1991,
2.3,,,,12/1991,
2.3,,,,12/1991,
2.3,,,,12/1991,
2.1,,,,1/1992,
2,,,,1/1992,
1.9,,,,1/1992,
1.8,,,,1/1992,
1.7,,,,1/1992,
1.5,,,,2/1992,
1,,,,2/1992,
1.1,,,,2/1992,
1.1,,,,2/1992,
1.2,,,,3/1992,
1.3,,,,3/1992,
1.2,,,,3/1992,
1.2,,,,3/1992,
1.2,,,,4/1992,
1.2,,,,4/1992,
0.9,,,,4/1992,
1.1,,,,4/1992,
3,,,,4/1992,
4.6,,,,5/1992,
6.6,,,,5/1992,
8.6,,,,5/1992,
8.2,,,,5/1992,
10.3,,,,6/1992,
10.2,,,,6/1992,
11.9,,,,6/1992,
11.8,,,,6/1992,
11.4,,,,7/1992,
12.5,,,,7/1992,
12.7,,,,7/1992,
12.7,,,,7/1992,
12.9,,,,7/1992,
12.8,,,,8/1992,
13.9,,,,8/1992,
15.2,,,,8/1992,
15.1,,,,8/1992,
12.9,,,,9/1992,
12.6,,,,9/1992,
12.8,,,,9/1992,
11.1,,,,9/1992,
10.8,,,,9/1992,
10.7,,,,10/1992,
9.4,,,,10/1992,
7.3,,,,10/1992,
7.8,,,,10/1992,
6,,,,11/1992,
5.5,,,,11/1992,
4.3,,,,11/1992,
4.1,,,,11/1992,
3.6,,,,12/1992,
2.7,,,,12/1992,
2.5,,,,12/1992,
2.1,,,,12/1992,
1.8,,,,12/1992,
1.5,,,,1/1993,
1.3,,,,1/1993,
1.3,,,,1/1993,
1.2,,,,1/1993,
1.1,,,,2/1993,
1,,,,2/1993,
0.8,,,,2/1993,
0.6,,,,2/1993,
0.5,,,,3/1993,
0.2,,,,3/1993,
0.3,,,,3/1993,
0.1,,,,3/1993,
0.3,,,,3/1993,
0.8,,,,4/1993,
0.7,,,,4/1993,
1,,,,4/1993,
2.7,,,,4/1993,
3.9,,,,5/1993,
6.9,,,,5/1993,
6.2,,,,5/1993,
7.1,,,,5/1993,
7.5,,,,6/1993,
9.1,,,,6/1993,
10.4,,,,6/1993,
11.7,,,,6/1993,
11.1,,,,6/1993,
13,,,,7/1993,
12.6,,,,7/1993,
13.5,,,,7/1993,
14.7,,,,7/1993,
13.8,,,,8/1993,
14.6,,,,8/1993,
14.8,,,,8/1993,
15.2,,,,8/1993,
14.4,,,,9/1993,
12.8,,,,9/1993,
11.6,,,,9/1993,
11.8,,,,9/1993,
10,,,,9/1993,
9.2,,,,10/1993,
7.9,,,,10/1993,
7.5,,,,10/1993,
7.5,,,,10/1993,
6.2,,,,11/1993,
5.3,,,,11/1993,
4.6,,,,11/1993,
4.6,,,,11/1993,
4.4,,,,12/1993,
4.2,,,,12/1993,
3.7,,,,12/1993,
3.6,,,,12/1993,
1.7,,,,12/1993,
-0.1,,,,1/1994,
-0.1,,,,1/1994,
0,,,,1/1994,
0.4,,,,1/1994,
-0.3,,,,2/1994,
-0.3,,,,2/1994,
0.3,,,,2/1994,
0,,,,2/1994,
0.3,,,,3/1994,
0.5,,,,3/1994,
0,,,,3/1994,
0.4,,,,3/1994,
0.9,,,,3/1994,
0.3,,,,4/1994,
0.5,,,,4/1994,
0.5,,,,4/1994,
0.3,,,,4/1994,
0.5,,,,5/1994,
0.6,,,,5/1994,
3.5,,,,5/1994,
8.1,,,,5/1994,
8.8,,,,6/1994,
10.1,,,,6/1994,
12.4,,,,6/1994,
14.2,,,,6/1994,
14.6,,,,6/1994,
14.5,,,,7/1994,
13.5,,,,7/1994,
14.4,,,,7/1994,
13.6,,,,7/1994,
14.3,,,,8/1994,
13.2,,,,8/1994,
13.7,,,,8/1994,
14,,,,8/1994,
12.3,,,,9/1994,
12.5,,,,9/1994,
14.2,,,,9/1994,
13.3,,,,9/1994,
11.3,,,,9/1994,
10.7,,,,10/1994,
10,,,,10/1994,
10.9,,,,10/1994,
8.4,,,,10/1994,
7.9,,,,11/1994,
6.3,,,,11/1994,
5.3,,,,11/1994,
3.9,,,,12/1994,
2.4,,,,12/1994,
2.3,,,,12/1994,
1.9,,,,12/1994,
2.2,,,,12/1994,
1.3,,,,1/1995,
0.9,,,,1/1995,
0.6,,,,1/1995,
0.8,,,,1/1995,
0.3,,,,2/1995,
0.2,,,,2/1995,
-0.3,,,,2/1995,
0,,,,2/1995,
-0.1,,,,3/1995,
0.3,,,,3/1995,
-0.2,,,,3/1995,
-0.1,,,,3/1995,
0.6,,,,3/1995,
0.5,,,,4/1995,
0.4,,,,4/1995,
0.3,,,,4/1995,
0.2,,,,4/1995,
0.5,,,,5/1995,
2,,,,5/1995,
3.5,,,,5/1995,
5,,,,5/1995,
6.9,,,,6/1995,
12.9,,,,7/1995,
13.4,,,,7/1995,
13.6,,,,7/1995,
13.7,,,,7/1995,
13.5,,,,8/1995,
14.3,,,,8/1995,
13.8,,,,8/1995,
14.9,,,,8/1995,
14.4,,,,8/1995,
14.6,,,,9/1995,
13.1,,,,9/1995,
11.2,,,,9/1995,
10.3,,,,9/1995,
10.2,,,,10/1995,
9.8,,,,10/1995,
8.7,,,,10/1995,
7.7,,,,10/1995,
6,,,,11/1995,
5.3,,,,11/1995,
4.7,,,,11/1995,
3.6,,,,11/1995,
3,,,,11/1995,
2.9,,,,12/1995,
1.9,,,,12/1995,
2.2,,,,12/1995,
2,,,,12/1995,
2.2,,,,1/1996,
1.7,,,,1/1996,
1.4,,,,1/1996,
1.1,,,,1/1996,
1.4,,,,2/1996,
1,,,,2/1996,
0.8,,,,2/1996,
1.4,,,,2/1996,
0.8,,,,3/1996,
1.1,,,,3/1996,
1.4,,,,3/1996,
0.9,,,,3/1996,
0.6,,,,4/1996,
0.9,,,,4/1996,
0.6,,,,4/1996,
0.2,,,,4/1996,
0.2,,,,5/1996,
3.5,,,,5/1996,
4.1,,,,5/1996,
7.5,,,,5/1996,
7.6,,,,5/1996,
7.9,,,,6/1996,
10.8,,,,6/1996,
11.6,,,,6/1996,
11.9,,,,6/1996,
13.4,,,,7/1996,
12.5,,,,7/1996,
13.7,,,,7/1996,
13.8,,,,7/1996,
13.2,,,,7/1996,
15.6,,,,8/1996,
14.7,,,,8/1996,
14.3,,,,8/1996,
14.1,,,,8/1996,
14.7,,,,9/1996,
13.8,,,,9/1996,
12,,,,9/1996,
11.2,,,,9/1996,
10.2,,,,10/1996,
9.2,,,,10/1996,
8.9,,,,10/1996,
7.5,,,,10/1996,
6.1,,,,10/1996,
4.7,,,,11/1996,
3.2,,,,11/1996,
2.4,,,,11/1996,
2,,,,11/1996,
1.8,,,,12/1996,
1.9,,,,12/1996,
1.8,,,,12/1996,
2.1,,,,12/1996,
1.5,,,,1/1997,
1.3,,,,1/1997,
1,,,,1/1997,
1.2,,,,1/1997,
1.1,,,,1/1997,
1.1,,,,2/1997,
1.4,,,,2/1997,
1.2,,,,2/1997,
1.5,,,,3/1997,
0.8,,,,3/1997,
1,,,,3/1997,
1.1,,,,3/1997,
0.9,,,,4/1997,
0.6,,,,4/1997,
0.7,,,,4/1997,
1.3,,,,4/1997,
3.8,,,,4/1997,
4.5,,,,5/1997,
3.7,,,,5/1997,
5.3,,,,5/1997,
6.8,,,,5/1997,
9.4,,,,6/1997,
11.1,,,,6/1997,
10.5,,,,6/1997,
13.1,,,,6/1997,
13.8,,,,7/1997,
12.3,,,,7/1997,
14.7,,,,7/1997,
13.9,,,,7/1997,
14.6,,,,7/1997,
14.7,,,,8/1997,
13.4,,,,8/1997,
13.3,,,,8/1997,
13.8,,,,8/1997,
13.1,,,,9/1997,
13.1,,,,9/1997,
11.5,,,,9/1997,
12.2,,,,9/1997,
11.7,,,,10/1997,
9.6,,,,10/1997,
7.6,,,,10/1997,
6.5,,,,10/1997,
4.8,,,,11/1997,
3.4,,,,11/1997,
3,,,,11/1997,
2.8,,,,12/1997,
2.8,,,,12/1997,
2.6,,,,12/1997,
2.5,,,,12/1997,
1.6,,,,12/1997,
1.5,,,,1/1998,
1,,,,1/1998,
0.5,,,,1/1998,
0.4,,,,1/1998,
0.8,,,,2/1998,
0.6,,,,2/1998,
0.8,,,,2/1998,
0.7,,,,2/1998,
0.4,,,,3/1998,
0.5,,,,3/1998,
0.2,,,,3/1998,
0.3,,,,3/1998,
0.2,,,,4/1998,
0.5,,,,4/1998,
0.8,,,,4/1998,
1.6,,,,4/1998,
3.1,,,,4/1998,
5.5,,,,5/1998,
7.2,,,,5/1998,
8.8,,,,5/1998,
9.3,,,,5/1998,
8.5,,,,6/1998,
8.8,,,,6/1998,
10.8,,,,6/1998,
11.7,,,,6/1998,
13,,,,7/1998,
13,,,,7/1998,
14.3,,,,7/1998,
14.1,,,,7/1998,
13.9,,,,7/1998,
14.3,,,,8/1998,
14.6,,,,8/1998,
14.5,,,,8/1998,
14.9,,,,8/1998,
13.7,,,,9/1998,
13,,,,9/1998,
14.1,,,,9/1998,
12.5,,,,9/1998,
11.4,,,,10/1998,
10.2,,,,10/1998,
9.8,,,,10/1998,
8.6,,,,10/1998,
8.4,,,,10/1998,
6.7,,,,11/1998,
5.7,,,,11/1998,
5.9,,,,11/1998,
4.9,,,,11/1998,
4.6,,,,12/1998,
3.8,,,,12/1998,
3.2,,,,12/1998,
2.3,,,,12/1998,
1.3,,,,12/1998,
1.1,,,,1/1999,
0.8,,,,1/1999,
1,,,,1/1999,
1.1,,,,1/1999,
1,,,,2/1999,
1,,,,2/1999,
1,,,,2/1999,
0.8,,,,2/1999,
1,,,,3/1999,
0.9,,,,3/1999,
0.9,,,,3/1999,
1,,,,3/1999,
0.4,,,,4/1999,
0.4,,,,4/1999,
1.1,,,,4/1999,
2,,,,4/1999,
3.7,,,,4/1999,
5.6,,,,5/1999,
6.9,,,,5/1999,
7.3,,,,5/1999,
8.8,,,,6/1999,
10.6,,,,6/1999,
9.7,,,,6/1999,
11.8,,,,6/1999,
11.6,,,,6/1999,
14,,,,7/1999,
14.1,,,,7/1999,
14.5,,,,7/1999,
15,,,,7/1999,
14.3,,,,8/1999,
14.7,,,,8/1999,
14.6,,,,9/1999,
14.6,,,,9/1999,
12.1,,,,9/1999,
12.2,,,,9/1999,
8.9,,,,10/1999,
7.9,,,,10/1999,
7.2,,,,10/1999,
6.4,,,,11/1999,
6.7,,,,11/1999,
5.8,,,,11/1999,
3.5,,,,12/1999,
1.9,,,,12/1999,
1,,,,12/1999,
0.9,,,,12/1999,
0.3,,,,1/2000,
7.2,,,,1/2000,
0.7,,,,1/2000,
-0.3,,,,1/2000,
0,,,,1/2000,
-0.4,,,,2/2000,
-0.2,,,,2/2000,
-0.8,,,,2/2000,
0.1,,,,2/2000,
0,,,,3/2000,
0.7,,,,3/2000,
0,,,,3/2000,
0.3,,,,3/2000,
0.4,,,,3/2000,
0,,,,4/2000,
0.2,,,,4/2000,
0.1,,,,4/2000,
0.3,,,,4/2000,
1.7,,,,5/2000,
2.7,,,,5/2000,
4.9,,,,5/2000,
6.2,,,,5/2000,
6.9,,,,5/2000,
7.7,,,,6/2000,
9.2,,,,6/2000,
9.9,,,,6/2000,
10,,,,6/2000,
11.9,,,,7/2000,
12.6,,,,7/2000,
12.2,,,,7/2000,
13.1,,,,7/2000,
13.9,,,,8/2000,
14.4,,,,8/2000,
14,,,,8/2000,
13.4,,,,8/2000,
14.4,,,,8/2000,
12.8,,,,9/2000,
12,,,,9/2000,
11.4,,,,9/2000,
9.8,,,,9/2000,
9.3,,,,10/2000,
9.2,,,,10/2000,
9.3,,,,11/2000,
3.8,,,,11/2000,
2.2,,,,12/2000,
0.6,,,,12/2000,
0.9,,,,12/2000,
0.7,,,,12/2000,
0.4,,,,1/2001,
0.5,,,,1/2001,
0.3,,,,1/2001,
1.1,,,,1/2001,
0.7,,,,1/2001,
0.6,,,,2/2001,
0.6,,,,2/2001,
0.2,,,,2/2001,
0.2,,,,3/2001,
0.5,,,,3/2001,
0.6,,,,3/2001,
0.7,,,,3/2001,
0.4,,,,4/2001,
0.2,,,,4/2001,
0.3,,,,4/2001,
0.5,,,,4/2001,
3,,,,5/2001,
4.7,,,,5/2001,
6.4,,,,5/2001,
6.3,,,,5/2001,
7.1,,,,5/2001,
8.3,,,,6/2001,
11.7,,,,6/2001,
10.8,,,,6/2001,
12,,,,6/2001,
11.7,,,,7/2001,
13.5,,,,7/2001,
14,,,,7/2001,
13.9,,,,7/2001,
16.3,,,,8/2001,
16.2,,,,8/2001,
15.3,,,,8/2001,
14.8,,,,8/2001,
14.7,,,,8/2001,
14,,,,9/2001,
12.9,,,,9/2001,
12.8,,,,9/2001,
10.5,,,,9/2001,
10.4,,,,10/2001,
9.5,,,,10/2001,
7.4,,,,10/2001,
6.7,,,,10/2001,
6.6,,,,11/2001,
5.5,,,,11/2001,
5,,,,11/2001,
4,,,,12/2001,
3.6,,,,12/2001,
3.8,,,,12/2001,
2.5,,,,12/2001,
2.5,,,,1/2002,
0.6,,,,1/2002,
1.4,,,,1/2002,
0.1,,,,2/2002,
0.1,,,,2/2002,
1,,,,2/2002,
0.2,,,,2/2002,
-0.7,,,,3/2002,
-0.2,,,,3/2002,
-0.2,,,,3/2002,
0.4,,,,3/2002,
0,,,,4/2002,
0.2,,,,4/2002,
0.1,,,,4/2002,
0,,,,4/2002,
0.2,,,,4/2002,
0.8,,,,5/2002,
1.2,,,,5/2002,
3.2,,,,5/2002,
5.2,,,,5/2002,
6.2,,,,6/2002,
8.4,,,,6/2002,
9.8,,,,6/2002,
13.4,,,,6/2002,
13.8,,,,7/2002,
14.6,,,,7/2002,
14.7,,,,7/2002,
13.9,,,,7/2002,
14.7,,,,8/2002,
14.4,,,,8/2002,
14.4,,,,8/2002,
13.6,,,,8/2002,
14.1,,,,8/2002,
14.3,,,,9/2002,
14.6,,,,9/2002,
14.2,,,,9/2002,
11.6,,,,9/2002,
11,,,,10/2002,
9.2,,,,10/2002,
7.7,,,,10/2002,
6.3,,,,10/2002,
5.7,,,,10/2002,
4.9,,,,11/2002,
4.9,,,,11/2002,
4.2,,,,11/2002,
3.1,,,,11/2002,
1.8,,,,12/2002,
1.7,,,,12/2002,
1.9,,,,12/2002,
1.6,,,,12/2002,
1.2,,,,12/2002,
0.7,,,,1/2003,
-0.2,,,,1/2003,
-0.3,,,,1/2003,
-0.5,,,,1/2003,
-0.7,,,,2/2003,
-0.8,,,,2/2003,
-0.1,,,,2/2003,
-0.5,,,,2/2003,
-1,,,,3/2003,
-0.4,,,,3/2003,
0.1,,,,3/2003,
0.2,,,,3/2003,
-0.2,,,,4/2003,
-0.2,,,,4/2003,
-0.3,,,,4/2003,
-0.1,,,,4/2003,
-0.2,,,,4/2003,
-0.2,,,,5/2003,
-0.3,,,,5/2003,
-0.1,,,,5/2003,
2.4,,,,5/2003,
4,,,,6/2003,
5.3,,,,6/2003,
8,,,,6/2003,
9.6,,,,6/2003,
9.9,,,,7/2003,
11.2,,,,7/2003,
11.3,,,,7/2003,
11.5,,,,7/2003,
13.4,,,,7/2003,
13.3,,,,8/2003,
12.9,,,,8/2003,
15,,,,8/2003,
14,,,,8/2003,
13.3,,,,9/2003,
14.1,,,,9/2003,
12.9,,,,9/2003,
11.6,,,,9/2003,
8.5,,,,10/2003,
10.3,,,,10/2003,
8.8,,,,10/2003,
8,,,,10/2003,
6.1,,,,10/2003,
5.4,,,,11/2003,
5,,,,11/2003,
4.2,,,,11/2003,
3.5,,,,11/2003,
3.3,,,,12/2003,
2.6,,,,12/2003,
2,,,,12/2003,
1.8,,,,12/2003,
1.4,,,,12/2003,
0.5,,,,1/2004,
0.9,,,,1/2004,
0.9,,,,1/2004,
-0.4,,,,1/2004,
0.3,,,,2/2004,
0.7,,,,2/2004,
0.3,,,,2/2004,
0.3,,,,2/2004,
0.7,,,,3/2004,
0.8,,,,3/2004,
0.9,,,,3/2004,
0.9,,,,4/2004,
0.8,,,,4/2004,
1.7,,,,4/2004,
2.9,,,,4/2004,
3.3,,,,5/2004,
5,,,,5/2004,
5.9,,,,5/2004,
5.7,,,,5/2004,
7.4,,,,6/2004,
9.4,,,,6/2004,
10.3,,,,6/2004,
9.4,,,,6/2004,
10,,,,6/2004,
10.8,,,,7/2004,
12.9,,,,7/2004,
13.6,,,,7/2004,
14.5,,,,7/2004,
13.4,,,,8/2004,
12.3,,,,8/2004,
13.1,,,,8/2004,
11.7,,,,8/2004,
13.2,,,,9/2004,
13.7,,,,9/2004,
14.1,,,,9/2004,
13,,,,9/2004,
12.7,,,,9/2004,
10.6,,,,10/2004,
11.1,,,,10/2004,
9.2,,,,10/2004,
8.6,,,,10/2004,
NA,,,,11/2004,
8.3,,,,11/2004,
6,,,,11/2004,
5,,,,11/2004,
3.8,,,,12/2004,
3.2,,,,12/2004,
3.6,,,,12/2004,
1.9,,,,12/2004,
1.8,,,,12/2004,
1.3,,,,1/2005,
2,,,,1/2005,
1,,,,1/2005,
1.5,,,,1/2005,
1.9,,,,2/2005,
1.6,,,,2/2005,
1.6,,,,2/2005,
1,,,,2/2005,
1,,,,3/2005,
0.9,,,,3/2005,
0.8,,,,3/2005,
0.7,,,,3/2005,
NA,,,,4/2005,
NA,,,,4/2005,
NA,,,,4/2005,
NA,,,,5/2005,
NA,,,,5/2005,
NA,,,,5/2005,
NA,,,,5/2005,
NA,,,,6/2005,
NA,,,,6/2005,
NA,,,,6/2005,
NA,,,,6/2005,
NA,,,,6/2005,
NA,,,,7/2005,
14.1,,,,7/2005,
14.6,,,,7/2005,
13.9,,,,7/2005,
13.7,,,,8/2005,
14,,,,8/2005,
14.1,,,,8/2005,
12.8,,,,8/2005,
13.1,,,,9/2005,
12.7,,,,9/2005,
13.4,,,,9/2005,
13,,,,9/2005,
12.6,,,,9/2005,
14.3,,,,10/2005,
9.8,,,,10/2005,
10.5,,,,10/2005,
8.1,,,,10/2005,
8.6,,,,11/2005,
6.3,,,,11/2005,
4.8,,,,11/2005,
3.5,,,,11/2005,
1.9,,,,12/2005,
1,,,,12/2005,
0.9,,,,12/2005,
0.3,,,,12/2005,
0.7,,,,12/2005,
0.8,,,,1/2006,
1.6,,,,1/2006,
0.6,,,,1/2006,
0.6,,,,1/2006,
0.5,,,,2/2006,
0.5,,,,2/2006,
0.3,,,,2/2006,
0.2,,,,2/2006,
0.2,,,,3/2006,
0.1,,,,3/2006,
0.3,,,,3/2006,
0.4,,,,3/2006,
0.4,,,,3/2006,
0.3,,,,4/2006,
0.4,,,,4/2006,
1.4,,,,4/2006,
3,,,,4/2006,
6,,,,5/2006,
7.5,,,,5/2006,
7.5,,,,5/2006,
8.8,,,,5/2006,
11.8,,,,6/2006,
12.9,,,,6/2006,
12.3,,,,6/2006,
13.1,,,,6/2006,
13.1,,,,6/2006,
14.2,,,,7/2006,
15.1,,,,7/2006,
16.5,,,,7/2006,
16.4,,,,7/2006,
17.6,,,,8/2006,
15.4,,,,8/2006,
15.1,,,,8/2006,
14.9,,,,8/2006,
14.4,,,,8/2006,
14.3,,,,9/2006,
12.5,,,,9/2006,
11.3,,,,9/2006,
10.6,,,,9/2006,
10.1,,,,10/2006,
7.8,,,,10/2006,
6.3,,,,10/2006,
5.2,,,,10/2006,
3.7,,,,11/2006,
4.7,,,,11/2006,
3.5,,,,11/2006,
2.5,,,,11/2006,
1.1,,,,11/2006,
-0.1,,,,12/2006,
0,,,,12/2006,
-0.4,,,,12/2006,
-0.5,,,,12/2006,
-0.5,,,,1/2007,
-1.4,,,,1/2007,
-2.4,,,,1/2007,
-2,,,,1/2007,
-2.6,,,,1/2007,
-3.9,,,,2/2007,
-3.9,,,,2/2007,
-1.4,,,,2/2007,
-1.6,,,,2/2007,
-1,,,,3/2007,
-0.7,,,,3/2007,
-0.6,,,,3/2007,
-0.8,,,,3/2007,
-0.3,,,,4/2007,
-0.4,,,,4/2007,
-0.4,,,,4/2007,
-0.6,,,,4/2007,
-0.5,,,,5/2007,
0.3,,,,5/2007,
0.4,,,,5/2007,
2.2,,,,5/2007,
3.1,,,,5/2007,
3,,,,6/2007,
8.2,,,,6/2007,
9.2,,,,6/2007,
12.4,,,,6/2007,
12.4,,,,7/2007,
12.8,,,,7/2007,
12.4,,,,7/2007,
10.8,,,,7/2007,
11.5,,,,7/2007,
14.5,,,,7/2007,
15.2,,,,8/2007,
14.6,,,,8/2007,
13.7,,,,8/2007,
13.2,,,,8/2007,
12.6,,,,8/2007,
13.5,,,,9/2007,
12,,,,9/2007,
11.3,,,,9/2007,
11,,,,9/2007,
11,,,,10/2007,
9.2,,,,10/2007,
8.9,,,,10/2007,
7.3,,,,10/2007,
7.1,,,,10/2007,
4.9,,,,11/2007,
4.1,,,,11/2007,
3.2,,,,11/2007,
1.5,,,,11/2007,
0.6,,,,12/2007,
1.2,,,,12/2007,
0.5,,,,12/2007,
0,,,,12/2007,
-0.2,,,,1/2008,
-0.1,,,,1/2008,
-0.3,,,,1/2008,
-1.4,,,,1/2008,
-0.4,,,,1/2008,
-0.5,,,,2/2008,
-1,,,,2/2008,
-1.1,,,,2/2008,
-0.7,,,,2/2008,
-0.7,,,,3/2008,
-0.8,,,,3/2008,
-0.8,,,,3/2008,
-0.5,,,,3/2008,
-0.6,,,,4/2008,
-0.4,,,,4/2008,
-0.2,,,,4/2008,
-0.4,,,,4/2008,
-0.3,,,,4/2008,
-0.4,,,,5/2008,
-0.2,,,,5/2008,
0.7,,,,5/2008,
3.2,,,,5/2008,
5,,,,6/2008,
6.8,,,,6/2008,
7.6,,,,6/2008,
9.9,,,,6/2008,
11.1,,,,7/2008,
11.3,,,,7/2008,
11.9,,,,7/2008,
11.9,,,,7/2008,
12.2,,,,8/2008,
12.3,,,,8/2008,
11.9,,,,8/2008,
12.6,,,,8/2008,
11.9,,,,9/2008,
11.1,,,,9/2008,
10.8,,,,9/2008,
10.8,,,,9/2008,
10.6,,,,9/2008,
9.2,,,,10/2008,
8.6,,,,10/2008,
7.4,,,,10/2008,
6.6,,,,10/2008,
6.3,,,,11/2008,
4.5,,,,11/2008,
3.6,,,,11/2008,
2.2,,,,11/2008,
1.9,,,,12/2008,
0.3,,,,12/2008,
-0.3,,,,12/2008,
0.1,,,,12/2008,
-0.8,,,,12/2008,
-0.4,,,,1/2009,
-1.2,,,,1/2009,
-0.4,,,,1/2009,
-1,,,,1/2009,
-0.7,,,,2/2009,
-0.6,,,,2/2009,
-0.6,,,,2/2009,
-0.6,,,,2/2009,
-0.4,,,,3/2009,
-0.1,,,,3/2009,
-0.3,,,,3/2009,
-0.6,,,,3/2009,
-0.1,,,,4/2009,
-0.2,,,,4/2009,
-0.3,,,,4/2009,
-0.3,,,,4/2009,
-0.2,,,,4/2009,
0.1,,,,5/2009,
1.8,,,,5/2009,
3.3,,,,5/2009,
4.4,,,,5/2009,
4.9,,,,6/2009,
6,,,,6/2009,
7.8,,,,6/2009,
10.5,,,,6/2009,
9.9,,,,7/2009,
10.4,,,,7/2009,
10.8,,,,7/2009,
12.1,,,,7/2009,
12.1,,,,8/2009,
13.5,,,,8/2009,
13.7,,,,8/2009,
13.3,,,,8/2009,
12.4,,,,9/2009,
13.2,,,,9/2009,
13.7,,,,9/2009,
13.4,,,,9/2009,
11.1,,,,9/2009,
9.8,,,,10/2009,
7.3,,,,10/2009,
6.6,,,,10/2009,
6.8,,,,10/2009,
5.4,,,,11/2009,
5.8,,,,11/2009,
4.6,,,,11/2009,
4.6,,,,11/2009,
3.5,,,,12/2009,
1.6,,,,12/2009,
0.1,,,,12/2009,
1.1,,,,12/2009,
-0.8,,,,12/2009,
-0.6,,,,1/2010,
-0.7,,,,1/2010,
-0.9,,,,1/2010,
-1.1,,,,1/2010,
-1.4,,,,2/2010,
-1,,,,2/2010,
-0.7,,,,2/2010,
-1.2,,,,2/2010,
-0.2,,,,3/2010,
-0.4,,,,3/2010,
-0.1,,,,3/2010,
-0.2,,,,3/2010,
0,,,,3/2010,
0.4,,,,4/2010,
-0.3,,,,4/2010,
0.1,,,,4/2010,
0.2,,,,4/2010,
0.6,,,,5/2010,
1.9,,,,5/2010,
4.3,,,,5/2010,
7.8,,,,5/2010,
7.9,,,,6/2010,
8.4,,,,6/2010,
9.5,,,,6/2010,
11.4,,,,6/2010,
11.1,,,,7/2010,
13.4,,,,7/2010,
13.6,,,,7/2010,
13.6,,,,7/2010,
14.4,,,,7/2010,
15.6,,,,8/2010,
16.4,,,,8/2010,
14.5,,,,8/2010,
14.7,,,,8/2010,
15.9,,,,9/2010,
12.6,,,,9/2010,
11.7,,,,9/2010,
11,,,,9/2010,
10.6,,,,9/2010,
9.9,,,,10/2010,
10.3,,,,10/2010,
8.5,,,,10/2010,
8.5,,,,10/2010,
6.7,,,,11/2010,
6.6,,,,11/2010,
4.7,,,,11/2010,
3.7,,,,11/2010,
2.9,,,,12/2010,
1.8,,,,12/2010,
2,,,,12/2010,
0.6,,,,12/2010,
1,,,,12/2010,
0.6,,,,1/2011,
0.3,,,,1/2011,
-0.7,,,,1/2011,
-0.2,,,,1/2011,
-0.4,,,,3/2011,
-0.2,,,,3/2011,
0,,,,3/2011,
0,,,,3/2011,
0.2,,,,3/2011,
0.8,,,,4/2011,
0.3,,,,4/2011,
0.5,,,,4/2011,
0.7,,,,4/2011,
2,,,,5/2011,
4.3,,,,5/2011,
4.6,,,,5/2011,
6.6,,,,5/2011,
7,,,,6/2011,
9.3,,,,6/2011,
9,,,,6/2011,
14.7,,,,6/2011,
15.7,,,,6/2011,
17.2,,,,7/2011,
16.5,,,,7/2011,
19.2,,,,7/2011,
19.2,,,,7/2011,
19.6,,,,8/2011,
13.9,,,,8/2011,
20.6,,,,8/2011,
15.1,,,,8/2011,
15,,,,8/2011,
14.1,,,,9/2011,
13.4,,,,9/2011,
11.9,,,,9/2011,
10.9,,,,9/2011,
11.5,,,,10/2011,
11.8,,,,10/2011,
9.9,,,,10/2011,
8.2,,,,10/2011,
7.2,,,,11/2011,
6.3,,,,11/2011,
5.3,,,,11/2011,
3.9,,,,11/2011,
3.2,,,,11/2011,
2.2,,,,12/2011,
0.7,,,,12/2011,
0.5,,,,12/2011,
0,,,,12/2011,
0.2,,,,1/2012,
0.1,,,,1/2012,
-0.6,,,,1/2012,
-0.8,,,,1/2012,
-0.4,,,,2/2012,
-0.9,,,,2/2012,
-0.5,,,,2/2012,
-1,,,,2/2012,
-0.9,,,,2/2012,
-1,,,,3/2012,
-0.3,,,,3/2012,
-0.3,,,,3/2012,
-0.2,,,,3/2012,
0,,,,4/2012,
-0.1,,,,4/2012,
-0.4,,,,4/2012,
0,,,,4/2012,
1.9,,,,5/2012,
4.1,,,,5/2012,
5.5,,,,5/2012,
8.3,,,,5/2012,
8.4,,,,5/2012,
9.5,,,,6/2012,
10.5,,,,6/2012,
11.9,,,,6/2012,
12,,,,6/2012,
14.4,,,,7/2012,
14.1,,,,7/2012,
15.4,,,,7/2012,
15.7,,,,7/2012,
15.6,,,,7/2012,
15.2,,,,8/2012,
14.7,,,,8/2012,
14,,,,8/2012,
14.9,,,,8/2012,
15,,,,9/2012,
13.8,,,,9/2012,
11.3,,,,9/2012,
10.3,,,,9/2012,
10.4,,,,10/2012,
8,,,,10/2012,
8.5,,,,10/2012,
